overall.token.number	speaker.id	t.or.s	wl.or.rp	nationality	countrybirth.t	ethnicity	school	form.s	education.t	interview.1(liveadabroad)	interview.2(durationabroad)	interview3(attitudes.etc)	lexical set	mono.or.di	age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	F*1_normalized	F*2_normalized	F*1gl_normalized	F*2gl_normalized	euclid.onset.glide.norm	euclid.dist.token.to.mean.onset	euclid.dist.token.to.mean.glide	nFormants	oFormants		poles	bandwidths	man.check	nFormants.man	reliabel	besser.als.default	comment	pot.exclusion.nachIQR	pot.exclusion.numeric	pot.exclusion.nachEuclidtoMeanperVowel	pot.exclusion.both.euclid.visual
1716	12	t	RP	TT	Trinidad	AT	SJCSF			no	0		STRUT	m	26						./INPUTFILES/Teachers/SCJSF_Jones/	M		0			AH	1	sp	come	both	663	1121.6	2304.6	204.8	126	741.6	43.411	43.375	43.447	0.072	uh	nasal	labial	voiced	velar				K	M	internal	2	SP	K AH1 M	B OW1 TH	568.7949	1257.2646	655.8719	1178.9568	663.0318	1121.5849	641.9374	1054.0557	598.2972	990.7753	514.64	1197.191				57.5211046573		6	6	[826.3815012240393, 999.7973247864757, 3409.077635122646],[844.6017894900532, 1140.4028044523764, 3263.6197840230334],[663.9017395446675, 1122.2768402557015, 2315.7308957034993, 3385.71881745534],[663.0318450773095, 1121.5849198508276, 2304.640673948339, 3164.7387317535777, 3386.747630826981]	[2148.384830372758, 221.12268641684366, 636.3911829040236],[456.610386925966, 452.53566050575824, 371.0538175999636],[206.67547351519187, 127.19480044149394, 723.361166388951, 194.7881077153262],[204.7922765478982, 125.95087868468406, 741.5606301072993, 4485.069395945826, 200.44922583289338]			6	3	2			99	99	99
1720	12	t	RP	TT	Trinidad	AT	SJCSF			no	0		STRUT	m	26						./INPUTFILES/Teachers/SCJSF_Jones/	M		0			AH	1	sp	some	sp	671	1282.5	3236.3	91.1	87.9	517.1	46.356	46.328	46.383	0.055	uh	nasal	labial	voiced	oral_apical				S	M	internal	2	SP	S AH1 M	SP	662.8533	1357.6271	683.3735	1317.9813	680.3372	1292.7759	670.8611	1279.546	660.0151	1274.7697	519.332	1293.82				39.2773286261		3	3	[680.3371781298056, 1292.7758835920617, 3446.124163726184],[666.5379392986297, 1277.4049689317133, 3257.981581314264],[650.0175068456174, 1250.970952671218, 1914.3478908810391, 3345.6068154170416],[645.3946046224794, 1236.9348984851033, 1635.7986317993411, 3030.1354587750043, 3518.3448183012433]	[138.87760096026383, 130.14261087236676, 508.7851178500328],[80.49678707372375, 77.52976198509623, 561.9619116059214],[52.921951184173366, 79.34757215066162, 1166.8949194166116, 286.5063932440831],[45.39181548727447, 91.50996639643354, 699.6213021396987, 665.1335622143821, 396.1623217021852]			4	3	2			99	99	99
1733	12	t	RP	TT	Trinidad	AT	SJCSF			no	0		STRUT	m	26						./INPUTFILES/Teachers/SCJSF_Jones/	M		0			AH	1	sp	sunny	sp	694.9	1236.7	2661.8	127.9	54.5	584.3	61.258	61.22	61.297	0.077	uh	nasal	apical	voiced	oral_apical	one_fol_syll			S	N	internal	2	SP	S AH1 N IY0	SP	596.9832	1271.7845	612.4403	1236.3717	701.9574	1244.2204	722.9579	1273.5519	701.3945	1330.7503	533.315	1266.292				20.9868885021		4	4	[1121.72897134486, 2946.948114283925],[701.9573858212254, 1244.2203561990652, 2935.4063197888913],[679.2674778019561, 1232.865824478698, 2654.2613011095646, 3382.661009020417],[648.4041285165579, 1166.83434608109, 1237.0015635550858, 2629.8712030497745, 3353.6642893664502, 4794.969866067104]	[176.95273106459624, 1917.4598523411787],[223.76246247310874, 97.95334359009954, 341.56525872929603],[127.96420608451065, 54.65071886728904, 500.9168976638111, 562.4183553010068],[135.33530534518306, 940.0626426683416, 89.07061597678126, 217.94478608890566, 220.87423602640106, 493.23633666146156]			5	2	2			99	99	99
1734	12	t	RP	TT	Trinidad	AT	SJCSF			no	0		STRUT	m	26						./INPUTFILES/Teachers/SCJSF_Jones/	M		0			AH	1	sp	stunning	sp	682.1	1163.2	2247.4	105.2	164.3	246.3	62.448	62.411	62.485	0.074	uh	nasal	apical	voiced	oral_apical	one_fol_syll			T	N	internal	3	SP	S T AH1 N IH0 NG	SP	637.9018	1197.7481	658.4708	1150.3134	682.0737	1163.2372	693.1036	1179.2904	676.3297	1189.2642	525.807	1222.191				34.0084585067		5	5	[820.6972692149834, 1703.302119169873, 2994.083745038999],[692.5979891635242, 1173.239745395276, 2380.8538292444487, 4195.8667855566755],[682.0736909734926, 1163.2372445026194, 2247.415027755533, 3474.7756818155344],[649.0467311094825, 1115.917556530629, 1230.8553318951358, 2291.183969549326, 3444.3300021200084]	[219.9164876360496, 1385.8851621078622, 5005.8436205982025],[151.17233933096685, 292.9181350446458, 505.8301415133895, 1323.2622705070569],[105.151548478202, 164.25483803967504, 246.33597119509707, 480.48071345372034],[118.26464244006429, 324.48561929285586, 793.4774509925427, 186.55454835447006, 325.9045992865771]			5	1	4			99	99	99
1735	12	t	RP	TT	Trinidad	AT	SJCSF			no	0		STRUT	m	26						./INPUTFILES/Teachers/SCJSF_Jones/	M		0			AH	1	sp	sunsets	sp	715.6	1211.3	2325.9	93.6	68	614.9	62.84	62.802	62.879	0.077	uh	nasal	apical	voiced	oral_apical	complex_one_syl			S	N	internal	2	SP	S AH1 N S EH2 T S	SP	671.9209	967.417	712.9143	1125.3042	712.0446	1211.6892	714.2138	1073.0678	666.0294	1078.8915	545.514	1251.124				29.9085508175		6	6	[983.5554315667204, 1108.744205128893, 3797.4222791041466],[766.6912564402933, 1249.5819701681505, 3399.455221488082],[716.1627963728791, 1210.122441719998, 2330.777469281733, 3577.9704816459575],[712.0446040481288, 1211.6892316475075, 1226.5696702585308, 2396.2153700801405, 3565.0316447827154]	[656.1997942120557, 482.6653403386957, 718.4575304720305],[203.0503035914254, 151.13098803845438, 509.088428949801],[88.17026470781134, 64.88420368756827, 616.9476530119852, 161.72525070361715],[94.84955828519921, 74.77181188054568, 1943.9958100953527, 476.66641855087113, 125.17712540372308]			5	3	2			99	99	99
1770	12	t	RP	TT	Trinidad	AT	SJCSF			no	0		STRUT	m	26						./INPUTFILES/Teachers/SCJSF_Jones/	M		0			AH	1	sp	number	sp	626.5	1276.8	2773.6	111.8	163.5	339	95.507	95.479	95.536	0.057	uh	nasal	labial	voiced	nasal_apical	complex_one_syl			N	M	internal	2	SP	N AH1 M B ER0	SP	619.2699	1346.4217	630.6464	1310.0834	626.5265	1276.7828	619.4348	1249.6156	603.6319	1143.4051	493.149	1290.449				42.3316104348		5	5	[745.8825674992372, 1314.0732425542817, 3338.62891712156],[623.6254088862081, 1281.5115316586084, 3258.3514559921823, 3607.8763257219275],[626.5264718306532, 1276.7828097192885, 2773.6023212966757, 3408.5556285992525],[628.4220521895281, 639.014486381203, 1300.6598970321513, 2737.0678455612856, 3391.622973432253, 4731.870637713973]	[361.8456095741319, 1484.2261342736554, 238.44886837792643],[163.78673087560938, 351.92068695313014, 297.36099126283045, 1642.8170979295103],[111.79552271943953, 163.48734540579034, 339.00577826251026, 104.36500496128737],[130.8272372772419, 1480.92070942611, 157.05217463919, 207.07990377248623, 68.11225866993799, 880.7667258704453]			5	1	4			99	99	99
1804	13	t	WL	TT	Trinidad	MT	STB			no	0		STRUT	m	46						./INPUTFILES/Teachers/STB_Smith/	M		0			AH	1	sp	hut	sp	711.3	1211.5	2973.2	59.4	70.3	297.6	19.886	19.846	19.927	0.081	uh	stop	apical	voiceless					HH	T	internal	2	SP	HH AH1 T	SP	704.8492	1197.729	731.9283	1211.4885	711.3463	1211.5388	722.8452	1231.3828	722.571	1282.7722	593.093	1249.719				77.4333706486		4	4	[892.5859579373229, 1169.924879384449, 3505.44812047137],[711.3463176800144, 1211.5388284292421, 2973.2376614038944, 4530.995586442686],[706.6273922099002, 1202.8526615806088, 2725.6103103358864, 3471.27896062205],[692.3429716949862, 1110.3653675199623, 1212.6928551349924, 2699.956368363162, 3413.030602977914, 4709.423932465381]	[337.62475626528624, 927.2788485751934, 1005.2666776639726],[59.41170193101452, 70.26319240282585, 297.60469751733734, 1449.0280761577603],[35.33402474062046, 38.942090570825336, 347.81610583727087, 423.149714325429],[39.81833340360597, 662.6485606189389, 86.1255596875847, 118.6738267570628, 135.774073095727, 372.6114376691831]			4	2	2			99	99	99
1813	13	t	RP	TT	Trinidad	MT	STB			no	0		STRUT	m	46						./INPUTFILES/Teachers/STB_Smith/	M		0			AH	1	sp	coming	sp	592.1	1293.8	2452.3	121.5	188.8	263.3	3.401	3.379	3.422	0.043	uh	nasal	labial	voiced	velar	one_fol_syll			K	M	internal	2	SP	K AH1 M IH0 NG	SP	551.515	1133.6455	578.5465	1312.702	593.7398	1282.0075	602.4733	1255.0075	605.6895	1220.0327	500.094	1305.618				53.2911793827		6	6	[756.8782884931647, 1679.8912673677487, 3393.0884159755515],[692.2750765242303, 1467.628784527669, 2993.4351568457755, 3434.2602041341593],[592.8178690932036, 1290.938099706117, 2440.009354107257, 3457.575197466591],[593.739779268347, 1282.0074648936836, 2384.776470686814, 3002.3308078253153, 3482.9067198002276]	[437.11778499062757, 1176.3621115706287, 462.69295096897184],[369.20921447788425, 823.3193269541104, 1963.7057454933863, 611.4665406319757],[91.47844906516877, 143.593776868257, 227.71111037228226, 91.82747780823426],[81.85583723532045, 117.5647430648539, 294.33883784263577, 1397.306313414195, 117.63975565916867]			5	2	2			99	99	99
1818	13	t	RP	TT	Trinidad	MT	STB			no	0		STRUT	m	46						./INPUTFILES/Teachers/STB_Smith/	M		0			AH	1	two	hundred	sp	580.8	1235.8	2886.4	252.7	94.2	372.4	6.01	5.982	6.038	0.056	uh	nasal	apical	voiced		complex_one_syl			HH	N	internal	2	T UW1	HH AH1 N D ER0 D	SP	546.6708	1130.1856	612.0654	1199.4061	580.8056	1235.8019	569.5001	1251.2682	527.059	1251.1189	491.273	1266.292				27.1464486259		5	5	[1127.0887693896773, 3102.6723137439512],[586.8019059610135, 1237.9392605033818, 2981.2816209986177, 4101.821178419053],[580.8055673295487, 1235.8018749764524, 2886.436075741848, 3482.681778214438],[574.4790063370453, 942.945678442128, 1248.350800273268, 2778.1845465445526, 3335.8299812392193, 4479.136511334682]	[195.31863941311335, 609.397439777233],[338.7909569125631, 131.0380557398254, 269.9675172127511, 1226.1380306865665],[252.69204536350617, 94.19476927977239, 372.4019468487169, 830.2371151856082],[297.26289560570217, 1494.2887557685049, 105.66185310715748, 271.5506016451541, 348.5456719135505, 583.2706711564734]			5	1	4			99	99	99
1863	13	t	RP	TT	Trinidad	MT	STB			no	0		STRUT	m	46						./INPUTFILES/Teachers/STB_Smith/	M		0			AH	1	sp	come	both	603.7	1226.3	2474.7	51.4	62.2	212	41.528	41.481	41.575	0.094	uh	nasal	labial	voiced	velar				K	M	internal	2	SP	K AH1 M	B OW1 TH	562.7629	1342.3929	595.9067	1253.6975	603.7291	1226.3207	596.5381	1186.7028	597.5245	1132.1151	509.103	1259.831				8.4525292073		5	5	[897.1253313071093, 951.7217005073461, 3494.7528166606526],[736.127371913474, 1373.6447245499892, 3414.0570386249833],[603.7290648022905, 1226.320672049933, 2474.67706223595, 3494.6945561056386],[609.9171319399156, 1230.046972932936, 2435.484241617614, 3347.3772772486395, 3498.2428699477427]	[2659.2362076536574, 450.6671385461202, 391.1955687775668],[391.95657760290106, 649.771216397999, 236.03481988769994],[51.437656170082704, 62.18821673913975, 211.99418199506664, 42.13922185735702],[52.59862239372246, 49.62310398748405, 200.50383008015285, 1613.4206539227562, 60.290572726888854]			5	1	4			99	99	99
1867	13	t	RP	TT	Trinidad	MT	STB			no	0		STRUT	m	46						./INPUTFILES/Teachers/STB_Smith/	M		0			AH	1	sp	some	sp	596.6	1302.2	2519.9	62.8	89	344	43.665	43.632	43.699	0.067	uh	nasal	labial	voiced	oral_apical				S	M	internal	2	SP	S AH1 M	SP	542.8981	1356.2777	562.9892	1324.8445	596.5859	1302.2361	625.3417	1258.2129	602.0236	1187.034	503.566	1311.236				57.8487667284		6	5	[780.850919731444, 1727.2365444014197, 3391.1869540438483],[654.7099070953162, 1407.0043493967323, 2944.86992758838, 3719.144048555853],[595.3847510538753, 1313.2212838819748, 2581.144165222602, 3523.471409873204],[596.585867656531, 1302.236086435145, 2519.949553901016, 2887.6177146329696, 3569.9727385302303]	[469.06012008785183, 1648.0637062919375, 594.6644093664627],[300.251153696305, 588.2882609267173, 761.0408664769988, 737.6303022958781],[73.39954477024946, 116.74304968393427, 182.3983742283899, 112.4730318628654],[62.81203891788053, 89.04893669078801, 344.04727389125856, 986.2774143775499, 117.3250421818404]			6	2	2			99	99	99
1881	13	t	RP	TT	Trinidad	MT	STB			no	0		STRUT	m	46						./INPUTFILES/Teachers/STB_Smith/	M		0			AH	1	sp	sunny	sp	589.7	1309.3	2499.8	58	76.4	194.1	58.145	58.106	58.185	0.079	uh	nasal	apical	voiced	oral_apical	one_fol_syll			S	N	internal	2	SP	S AH1 N IY0	SP	568.1748	1259.948	581.4621	1263.0019	589.7065	1309.2748	573.6194	1368.0392	526.4994	1400.2049	498.217	1316.011				63.7879638333		5	5	[744.0447549916621, 1616.9417892425188, 3453.6093398805615],[625.1006761712773, 1362.7992169909824, 2710.4200653604466, 3547.6795868047625],[589.7064819296766, 1309.2748002661383, 2499.8045408763633, 3508.083241315178],[594.7493386004768, 1310.0375295896463, 2458.647919350251, 3122.8723220478228, 3518.1164242141467]	[429.8037156978642, 766.6271337137243, 156.23246397765465],[243.5041031607844, 312.7786951450883, 601.1507624929679, 101.83057104950348],[57.9948266436459, 76.36639435048302, 194.1057393661532, 45.9924806217248],[57.39301376864623, 60.32796451333578, 217.47478734138218, 1352.5141344355466, 54.034393447282966]			5	1	4			99	99	99
1882	13	t	RP	TT	Trinidad	MT	STB			no	0		STRUT	m	46						./INPUTFILES/Teachers/STB_Smith/	M		0			AH	1	sp	stunning	sp	668.5	1336.2	2589.4	58.8	69.7	193.2	60.076	60.041	60.112	0.071	uh	nasal	apical	voiced	oral_apical	one_fol_syll			T	N	internal	3	SP	S T AH1 N IH0 NG	SP	594.7293	1322.2433	638.8606	1326.2323	667.4067	1340.8914	633.9078	1339.3135	591.2245	1361.5491	559.685	1334.27				90.8599093385		6	6	[892.9177131765439, 1806.071676484284, 3506.5220559949953],[724.9934167510118, 1391.3828795742952, 2795.172113248331, 3631.2249636919655],[670.1744626385056, 1335.497041246229, 2584.816641948704, 3579.3346873783694, 3912.663827764964],[668.791400087177, 1340.9268683758287, 1532.3370734053758, 2614.524526936706, 3553.366860609331, 4077.3341727679485]	[394.90650314842827, 1060.005019080417, 203.10423618357726],[282.71172286710333, 338.56597021348625, 426.3320743396899, 101.85879951925473],[59.55295931546351, 72.57779045171446, 212.57765721830626, 112.47848896753838, 1606.370013600388],[68.73094678354376, 93.90467780326787, 2138.919875315137, 138.60366742871932, 76.899790486441, 558.3530424077915]			5	4	3			99	99	99
1883	13	t	RP	TT	Trinidad	MT	STB			no	0		STRUT	m	46						./INPUTFILES/Teachers/STB_Smith/	M		0			AH	1	sp	sunsets	sp	671.1	1226.9	2674.9	175.8	72	142.4	60.458	60.424	60.492	0.068	uh	nasal	apical	voiced	oral_apical	complex_one_syl			S	N	internal	2	SP	S AH1 N S EH2 T S	SP	605.9845	1220.327	631.7633	1231.5567	633.8852	1212.3186	606.0307	1235.9523	550.9545	1164.6311	561.749	1260.112				46.2467597243		6	6	[998.8951598006938, 1082.0425038563824, 3243.974877999942],[698.0037198963079, 1216.3217439963255, 2789.3492717653244, 3652.8516688427617],[671.1171767316678, 1225.2237654594835, 2672.8056266426006, 3530.4351272232825],[633.8851747240412, 1212.3185536747244, 1390.8597909207037, 2682.6939502585265, 3517.0580091170727, 4585.130291617822]	[2834.639457664494, 290.0722893894898, 452.6824072156209],[414.0700909817297, 184.9897740346963, 329.07499304857316, 285.1927874162097],[180.44777350687053, 75.61878002408469, 146.63412896217895, 125.60599593678023],[160.19117303680795, 100.63678880909478, 1323.1522784722274, 106.00063086241671, 98.95749648996302, 1136.0467087289355]			5	3	2			99	99	99
1919	13	t	RP	TT	Trinidad	MT	STB			no	0		STRUT	m	46						./INPUTFILES/Teachers/STB_Smith/	M		0			AH	1	sp	number	sp	529.8	1159.3	2816.8	181.8	104.6	134	91.328	91.312	91.345	0.033	uh	nasal	labial	voiced	nasal_apical	complex_one_syl			N	M	internal	2	SP	N AH1 M B ER0	SP	527.5004	1236.8399	538.3449	1202.0156	525.1908	1140.8969	514.5233	1092.3427	494.9253	1074.4208	451.483	1214.326				75.9559704368		5	4	[971.373690096325, 2967.9342293863397],[514.2721651552441, 1146.9722835681778, 2822.5853558714007, 4039.437424270217],[529.811390105548, 1159.2889933731803, 2816.774622976591, 3977.530010652547],[512.8962807185932, 1121.0307920897135, 1154.1641063954532, 2816.3105980690775, 3948.446928115388, 4304.249728360358]	[251.2304563223395, 708.6304038001826],[147.09507442869318, 96.95876285254344, 161.11921641735486, 563.5429662138],[181.7608155099999, 104.55024996221721, 133.98432912838956, 565.5912963735002],[171.39972104718913, 1984.993491613691, 121.06389566266384, 119.48887795811623, 586.9078071971502, 2455.259447889513]			5	1	4			99	99	99
889	7	t	WL	TT	England	IT	ARI			yes	>6		THOUGHT/NORTH/FORCE	m	36						./INPUTFILES/Teachers/ARI_Dass/	F		0			AO	1	sp	thought	sp	501.2	879.3	2686.6	155.3	98.1	251.9	14.373	14.292	14.454	0.162	oh	stop	apical	voiceless	oral_apical				TH	T	internal	2	SP	TH AO1 T	SP	502.9729	1032.1023	469.7125	888.128	501.2132	879.3246	559.2478	984.8216	652.0962	1168.1951	334.835	896.067				166.6279305339		7	6	[710.0665475577557, 3480.0347538836986],[757.1118240217194, 3069.2429966893524, 4314.262267792619],[504.8783802736236, 874.867774591386, 2750.6729894003474, 3613.387232292809, 4582.261580359569],[501.21323795262157, 879.3245556809255, 2686.581450188356, 3498.6480585081, 4457.038563782293]	[166.9061467710107, 789.2176994233602],[136.35424784058546, 517.0218873900982, 625.5017716307264],[195.9878831524656, 125.52445591488403, 290.41730607248036, 399.5971207291201, 335.22196883401125],[155.2796977973089, 98.07727120507023, 251.93543945025942, 337.39149859085194, 355.30987236019826]			6	2	2			99	1	1
8	1	s	WL	TT	Trinidad	MT	BLA						THOUGHT/NORTH/FORCE	m	17						./INPUTFILES/Students/BLA_1_Michala/	F		0			AO	1	sp	town	sp	796.7	1086.4	4039.9	97	199	667.8	12.527	12.397	12.658	0.261	oh	nasal	velar	voiced	oral_apical				T	NG	internal	2	SP	T AO1 NG	SP	726.5157	1140.0849	789.8137	1086.8856	796.673	1086.4267	901.9443	1150.6621	949.0728	1284.3631	454.861	1058.989				36.4618842355		7	3	[796.6729922093116, 1086.4266729464653, 4039.8615047081],[772.6448708890885, 1066.42922015919, 3381.8115207931623, 4117.664607052284],[770.9711196220338, 1063.921200647232, 2699.207277468577, 3986.1426918897882],[770.2835511835077, 992.6794854863984, 1065.6681106153228, 2676.9289249253957, 3893.4352154763583, 4889.890343673185]	[96.9636936625997, 198.9759820293766, 667.8150795951158],[53.38243946857392, 86.78214391352975, 2007.0461438596242, 1218.0425043724822],[48.23196976122249, 75.86680149279385, 1370.63601486728, 581.5928038376566],[53.74965706450507, 1787.0150077239516, 86.20648795405337, 810.432525855394, 429.30739143419873, 1018.174311456778]			3	2	2			99	99	99
11	1	s	WL	TT	Trinidad	MT	BLA						THOUGHT/NORTH/FORCE	m	17						./INPUTFILES/Students/BLA_1_Michala/	F		0			AO	1	sp	thought	sp	697.8	1030.8	1070.8	127.8	105.6	1119.7	17.632	17.491	17.773	0.282	oh	stop	apical	voiceless	oral_apical				T	T	internal	2	SP	T AO1 T	SP	606.1491	1050.5136	642.9758	937.884	697.8374	1030.7721	734.9154	990.2756	762.8514	1051.282	403.247	1033.989				25.043019187		7	6	[765.093929935808, 1026.4574853951815, 4148.036862669548],[702.5041392343206, 1029.0750820300536, 3137.1017430410993, 4223.0315734656415],[719.1727066620035, 1040.15010809981, 3247.07309576196, 4244.736662260184],[697.8373723324809, 1030.7720813693495, 1070.8035766142925, 3082.4621120335228, 4220.968486369968, 4364.406193337688]	[241.21194030544942, 214.4125489430573, 213.49788481473712],[86.80224128618859, 61.68344527646523, 1385.3989102394164, 218.97234165893883],[104.1664897567289, 74.9424142573555, 951.0561951973974, 195.83247559038756],[127.80702389900193, 105.59601554231544, 1119.6521744807965, 639.8270906520409, 255.87342314274827, 1277.7925457102517]			5	1	2			99	99	99
97	1	s	RP	TT	Trinidad	MT	BLA						THOUGHT/NORTH/FORCE	m	17						./INPUTFILES/Students/BLA_1_Michala/	F		0			AO	1	sp	course	a	754.8	1189.1	3146.5	35.9	97.4	744.2	89.991	89.827	90.155	0.328	oh	fricative	apical	voiceless	velar				K	S	internal	2	SP	K AO1 S	EY1	668.4037	999.8974	801.9077	1103.7671	754.8155	1189.0991	828.1069	1350.8401	778.5147	1585.2143	432.995	1105.056				71.1916450224		7	4	[797.8465442010527, 1273.7331997835895, 3857.6688684736605],[754.8154734182043, 1189.0990787823475, 3146.510083498022, 3974.739604903996],[755.2893832871773, 1190.4886774600202, 3055.283072745144, 3954.7445035210826],[744.6315914098216, 1168.4502247029345, 1313.1491453337187, 3020.025499853841, 3918.5189036780303, 4518.43971579188]	[115.81870741625264, 476.9949041234432, 170.30245616982128],[35.921813585863156, 97.41531330989841, 744.2408200510625, 182.46922555576148],[34.03271920489968, 88.83525375394827, 635.013107978565, 155.1806224731877],[36.84573163083987, 162.35180342442675, 891.0862885746124, 317.17938945131596, 129.33650087955496, 986.5704097722415]			4	1	2			99	99	99
101	1	s	RP	TT	Trinidad	MT	BLA						THOUGHT/NORTH/FORCE	m	17						./INPUTFILES/Students/BLA_1_Michala/	F		0			AO	1	sp	according	to	698.6	1046.5	3249.6	126	139.2	514.8	98.018	97.899	98.137	0.238	oh	stop	apical	voiced	velar	one_fol_syll			K	D	internal	3	SP	AH0 K AO1 D AH0 N	T AH0	635.8622	970.2156	627.0625	952.0183	698.5906	1046.4726	839.2935	1265.7642	807.612	1482.3426	403.622	1041.011				25.639506723		7	4	[825.7274265197574, 985.3893642142148, 3464.9577016987296],[698.5906191341511, 1046.4725904865322, 3249.5764746147884, 3964.9121025826394],[713.2153668174094, 1058.9137708615615, 1194.9970013962345, 3211.130534580395, 4257.861214618632],[652.8704759407974, 979.5919104675453, 1385.4230246920097, 3139.5955271784596, 3956.891150178938]	[247.8063066893832, 601.7316049179899, 446.2451604063404],[126.00334942782587, 139.20848607213827, 514.7573585721466, 2108.119461278708],[144.9947591810375, 173.60568469784977, 4051.9571331415495, 335.1827931219278, 1033.374934277851],[141.78797421478768, 164.81075235195192, 666.5337306718552, 223.76739673723694, 635.6404345504216]			4	1	2			99	99	99
113	1	s	RP	TT	Trinidad	MT	BLA						THOUGHT/NORTH/FORCE	m	17						./INPUTFILES/Students/BLA_1_Michala/	F		0			AO	1	sp	more	likely	812.8	1076.4	3709.9	55.7	199.1	578.2	113.768	113.663	113.874	0.211	oh				nasal_labial				M	L	final	2	SP	M AO1	L AY1 K L IY0	785.1983	973.46	803.5552	1064.0074	812.8319	1076.3904	850.7068	1186.8848	868.589	1482.3837	463.213	1054.494				40.4821022799		7	4	[865.8610086801979, 1126.6878005177707, 3798.7368953221157],[812.8318786598325, 1076.3904158180394, 3709.8503028737887, 3831.3827250794557],[819.1489007783223, 1108.55246083171, 3427.5863112354396, 3871.391517607598],[819.2908750730378, 982.504861875755, 1111.1628807504162, 3315.4916184838494, 3842.38112182684, 4671.379081389486]	[51.22028263783264, 1736.0496617925526, 118.63358381804844],[55.688222253550265, 199.0945776222661, 578.1515714827974, 485.174596198989],[48.43864844552919, 190.55028305007525, 514.1589545683013, 201.2844005676726],[61.169037891709486, 1448.1083160075575, 262.6123979017304, 406.5853367333597, 144.97080889663377, 1124.673179180733]			4	1	1			99	99	99
117	1	s	RP	TT	Trinidad	MT	BLA						THOUGHT/NORTH/FORCE	m	17						./INPUTFILES/Students/BLA_1_Michala/	F		0			AO	1	it	offers	sp	635.6	949.1	2578.9	105.8	78.7	723.8	116.707	116.596	116.818	0.222	oh	fricative	labiodental	voiceless		one_fol_syll			T	F	initial	1	IH1 T	AO1 F ER0 Z	SP	648.3389	926.2812	704.9755	973.6074	642.6178	955.1416	668.4421	949.3944	692.1918	958.1262	370.777	997.472				68.1432423135		7	6	[815.7857077909384, 871.5695056942703, 3955.9477619437],[667.8059956757504, 952.3671431759502, 3099.283935385601, 4087.186331351493],[636.004458455376, 949.7759394305463, 2584.515282942825, 3981.1322620662413],[642.617799940303, 955.1416324152879, 983.8848851046233, 2600.888574913123, 3940.0720558378143, 4873.308772489235]	[197.1156066747954, 703.196153465283, 401.7673959412011],[191.42596817187427, 164.338880431541, 1521.6864302187494, 455.5689347056449],[106.36970658380027, 78.78025470413274, 685.3377950528936, 189.4589510561738],[118.6967545362494, 90.5668137606977, 2466.3829049461715, 428.24369496523815, 158.41288032510718, 1009.6568337984822]			5	3	3			99	99	99
162	2	s	WL	TT	Trinidad	AT	EDW						THOUGHT/NORTH/FORCE	m	16						./INPUTFILES/Students/EDW_5_Shayna/	F		0			AO	1	sp	thought	sp	658.4	966.1	3776.2	108.1	156.9	280	48.424	48.319	48.528	0.209	oh	stop	apical	voiceless	oral_apical				T	T	internal	2	SP	T AO1 T	SP	609.2307	1088.8912	633.502	965.5648	658.3741	966.1471	691.5056	1135.9873	710.3862	1256.5629	428.96	1006.742				27.2862270019		7	4	[796.2174677908439, 4059.810258050335],[658.3740912406081, 966.1471318263924, 3776.1505432010167, 5065.302992232029],[666.4328090677959, 973.6842607122445, 3763.8044063664124, 4939.283790306665],[650.4775737473974, 934.4822025926048, 1106.7974150592863, 3297.01503574884, 3873.897904501594, 4981.693572477884]	[69.48840920337571, 701.333170812461],[108.07935591196963, 156.88912293077965, 280.0126777662736, 1596.725188003001],[117.18121783775389, 180.74206580469524, 254.1286275785846, 1284.0686239701436],[156.3797979913164, 273.49851256428025, 886.4516271209313, 653.4322941978155, 188.2479361403832, 312.8470681339169]			4	2	2			99	99	99
241	2	s	RP	TT	Trinidad	AT	EDW						THOUGHT/NORTH/FORCE	m	16						./INPUTFILES/Students/EDW_5_Shayna/	F		0			AO	1	sp	course	sp	727	1182.8	2877.7	52.5	233.8	682.6	86.019	85.924	86.114	0.19	oh	fricative	apical	voiceless	velar				K	S	internal	2	SP	K AO1 S	SP	682.0017	924.2691	704.1485	1034.2014	726.9992	1182.8432	742.1912	1282.1264	756.5284	1391.51	458.896	1101.124				73.7541459987		7	5	[750.7280474066123, 1232.829887721487, 4049.2118081473227],[718.9024463057815, 1134.6781085829834, 3496.698314347001, 4193.442458702938],[726.9992204547904, 1182.8432107358726, 2877.6829772659303, 4042.050560867884],[458.2919182769516, 732.0784859014938, 1216.971193009368, 2772.796541802733, 3913.23063746711, 4942.3424776325755]	[89.9857264117662, 873.5710752655001, 761.6457847946142],[66.50409683480935, 335.9603487601811, 1550.4491805702046, 1465.561780228243],[52.51837870100736, 233.80264279338428, 682.6397357828555, 376.83239269756854],[1474.648586174061, 52.652193058943105, 197.83264066206112, 347.13436288461514, 235.6485142498686, 613.6344327110812]			5	1	4			99	99	99
